argument_id|frame_id|frame|topic_id|topic|premise|stance|conclusion
879|62|crime|81| Arizona illegal immigration law|In general, the absence of the enforcement of immigration laws in Arizona creates a sense of anarchy in the state, and a certain feeling among criminals that they can commit crimes without concern for punishment.|Pro|Arizona law represents a much needed step away from anarchy.
880|62|crime|81| Arizona illegal immigration law|": ""One of the concrete problems with the law treating undocumented immigrants as criminals is that it gives those without papers a powerful incentive to stay as far away from police as possible. This will only make it more difficult for local police to investigate crimes and track down fugitive offenders, because no potential witness who is undocumented will come forward."""|Con|Arizona law causes distrust of police, undermines enforcement
881|62|crime|81| Arizona illegal immigration law|"Joel Jacobsen, assistant attorney general, criminal appeals division for New Mexico: ""This obviously puts police in an impossible situation because it requires them to pursue two goals simultaneously: to enforce the immigration laws; and to enforce the criminal laws, keep the peace, provide assistance, and all the other ordinary tasks of police officers. Which goal should they pursue? It will frequently not be possible to do both, because the officer will be required to arrest perpetrator and victim both, and the punishment experienced by the victim of a violent crime will frequently be more severe and life-disrupting – deportation – than that experienced by the perpetrator – a night in jail, perhaps."""|Con|Arizona law puts police under contradicting missions
882|148|state rights|81| Arizona illegal immigration law|": ""[Myth:] State governments aren’t allowed to get involved in immigration, which is a federal matter. [Counter-argument:] While it is true that Washington holds primary authority in immigration, the Supreme Court since 1976 has recognized that states may enact laws to discourage illegal immigration without being pre-empted by federal law. As long as Congress hasn’t expressly forbidden the state law in question, the statute doesn’t conflict with federal law and Congress has not displaced all state laws from the field, it is permitted. That’s why Arizona’s 2007 law making it illegal to knowingly employ unauthorized aliens was sustained by the United States Court of Appeals for the Ninth Circuit."""|Pro|Arizona has right to fight illegal immigration w/o federal authorization
883|148|state rights|81| Arizona illegal immigration law|State and local governments are the closest to the problem, and the most capable of designing targeted approaches for their particular illegal immigration problem, which may very in type and severity from state to state.|Pro|States, local govts are best at fighting illegal immigration.
884|148|state rights|81| Arizona illegal immigration law|The Tenth Amendment preserves the traditional police powers of the states to control their own jurisdictions. Many believe this amendment applies to the creation and enforcement of immigration law, in particular because it is a criminal issue.|Pro|10th amendment supports state rights to craft immigration law.
885|148|state rights|81| Arizona illegal immigration law|": ""Arizona's law might give the nation information about whether judicious enforcement discourages illegality. If so, it is a worthwhile experiment in federalism."" In other words, the feasibility and efficacy of a law such as Arizona's is not entirely known yet, and so Arizona provides an very valuable test case to determine these things."""|Pro|Arizona's immigration law is good test case for nation
886|148|state rights|81| Arizona illegal immigration law|": ""TAKE BACK IMMIGRATION POLICY The Supreme Court has consistently ruled that states cannot make their own immigration laws. The Arizona debacle gives the Obama administration another chance to make it clear that the nation’s immigration policy cannot be left to a ragged patchwork of state and local laws."""|Con|Arizona should not make immigration law; fed should
887|148|state rights|81| Arizona illegal immigration law|": ""Protecting our borders is in fact a singularly federal function; reflecting the fundamental responsibility of the national government to protect our sovereignty. Traditionally, and appropriately, states have not been permitted to assume federal government functions; just as Washington should not be permitted to assert powers properly left to the states. This split of enforcement authority – while in modern times often not honored by the federal government – is codified in the Constitution, including in the Tenth Amendment."""|Con|Protecting our borders is a purely federal function
888|149|constitution|81| Arizona illegal immigration law|Governments are required by their Constitutions to protect their citizens from crime and foreign threats. In so far as illegal immigration threatens citizens, governments are required to respond aggressively. Arizona, who's citizens have been terribly affected by illegal immigration, is required to respond robustly in fighting the problem.|Pro|Government protection (from illegal immigrants) is a const. right.
889|149|constitution|81| Arizona illegal immigration law|"""The law is clearly within the boundaries of the Fourth Amendment of the Constitution. It doesn't allow officers to contact people on basis of race. They have to break another crime or violate another statute to even be contacted."""|Pro|Arizona law constitutional; no stops w/o other offense.
890|149|constitution|81| Arizona illegal immigration law|"Fourth Amendment of the United States Constitution: ""The right of the people to be secure in their persons, houses, papers, and effects, against unreasonable searches and seizures, shall not be violated, and no Warrants shall issue, but upon probable cause, supported by Oath or affirmation, and particularly describing the place to be searched, and the persons or things to be seized."""|Con|Arizona immigration law violates the Fourth Amendment.
891|0|economics|81| Arizona illegal immigration law|"""The wide array of statistics available from government and private sector sources leads to this conclusion: Unemployment disproportionately hits unskilled, uneducated blacks and native-born Hispanics. Why? It is simple, business economics: (1) In the unskilled labor market, legal workers offer no greater productivity than comparable illegal ones; (2) legal hiring requires employers to conform to U.S. law; and (3) citizen new hires often expect benefits. In short, more illegal workers cost employers less."""|Pro|Arizona law will return jobs back to the American people.
892|0|economics|81| Arizona illegal immigration law|Arizona currently has at least 500,000 illegal aliens on the ground, costing the state $1.3 billion per year.|Pro|Arizona law will lessen the financial burden caused by illegal aliens.
893|0|economics|81| Arizona illegal immigration law|": ""We have already begun to feel an impact from SB1070. The families of a number of out-of-state students (to date all of them honors students) have told us that they are changing their plans and will be sending their children to universities in other states. This should sadden anyone who cares about attracting the best and brightest students to Arizona."""|Con|Arizona immigration law causes parents to send students elsewhere
894|0|economics|81| Arizona illegal immigration law|"According to Judge Andrew Napolitano: ""She's also gonna bankrupt her state, because no insurance company will provide coverage for this. And for all the lawsuits that will happen -- for all the people that are wrongfully stopped -- her budget will be paying for it. Her budget will be paying the legal bills of the lawyers who sue on behalf of those that were stopped."""|Con|Arizona immigration law will damage local economy
895|29|national security|81| Arizona illegal immigration law|": ""Obviously, some find it easier to cry out that Arizona's action is unfair and mean-spirited. Regrettably, most American citizens are not fully aware of the illegal immigration crisis this country is experiencing. Any notion of a mass amnesty is foolish and will only worsen the problem, encouraging more aliens to enter the United States illegally and further reward those who have already violated our laws. The solution begins with proactive enforcement of immigration laws at all levels of government. We must remember that the events of 9-11 occurred due to our failure to enforce existing immigration law."""|Pro|Illegal immigrants in Arizona pose threat to security
896|29|national security|81| Arizona illegal immigration law|Largely the result of both push and pull factors, illegal immigrants come to the United States in search of jobs and opportunities, religious freedom, and political freedom, and to escape poverty, persecution, or political corruption/instability. These immigrants do not, by any means, pose a threat to national security.|Con|Illegal immigrants do not pose a threat to national security.
897|150|history|81| Arizona illegal immigration law|Rich Lowry of the National: “Arizona seeks only to enforce the nominal immigration policy of the United States.”|Pro|Arizona immigration law merely enforces existing laws
898|150|history|81| Arizona illegal immigration law|": ""it's been a federal crime for more than half a century [for immigrants to go without documentation]. Has the open-borders crowd forgotten that it calls illegal aliens 'undocumented' for a reason?"""|Pro|Aliens going out without documents has been a crime for decades
899|150|history|81| Arizona illegal immigration law|"The Arizona law forces police to ask alleged illegal immigrants for their papers if ""reasonable suspicion"" exists. The law also calls for the arrest of people knowingly concealing illegal immigrants. Members of the Congressional Hispanic Caucus have denounced the law as ""an unconstitutional throwback to the Jim Crow laws that mandated racial segregation in public."""|Con|The law draws parallels to the old Jim Crow Laws of the South.
900|150|history|81| Arizona illegal immigration law|"Juan Carlos Ruiz, director of the Latino Foundation of Greater Washington: ""Fifty years in fighting the civil rights efforts that we have put to ensure that all Americans, all people in this country, are free...We cannot go back to this slave patrol era."""|Con|Arizona immigration law undermines civil rights movement
901|6|public opinion|81| Arizona illegal immigration law|An April 2010 poll by Rasmussen, showed 55 percent of Americans supported the tough Arizona law, while 36 percent opposed it.|Pro|Most Americans support Arizona's immigration law
902|6|public opinion|81| Arizona illegal immigration law|This has been seen in a number of polls, and demonstrates a particularly high level of support for an aggressive approach in Arizona.|Pro|Roughly 70% of Arizonans support the state's immigration law.
903|6|public opinion|81| Arizona illegal immigration law|": ""That 70 percent of Arizonans support the measure is no surprise. Arizona and other border states have borne the brunt of the immigration battle. The federal government has failed to enact reasonable immigration reform. Arizona was desperate to do something to stem the tide of people who were entering the state illegally. [...] The cost of an escalating population, whether here legally or not, puts a drain on limited resources. New residents need food, shelter, schools and health care. [...] That doesn’t excuse the actions of Arizona lawmakers. To fix one problem, they’ve created another and unfairly marginalized hundreds of thousands of citizens. [...] Immigration is a federal job, and sadly, it’s a job that has been neglected."""|Con|Support for Arizona's law is understandable, but misguided
4098|41|feasibility|416| Deporting illegal immigrants in the US|"CNN’s Lou Dobbs said that, ""When this president and open-borders, illegal-alien-amnesty advocates say, ‘You can’t deport them,’ my answer is, ‘You wanna bet?’ Because this is the United States."""|Pro|US is capable of deporting all illegal immigrants
4099|41|feasibility|416| Deporting illegal immigrants in the US|": ""no one is seriously talking about mass deportation, for anyone with a modicum of common sense knows we could not round up all the illegal aliens at once. [...] However, we can round them up in smaller numbers, and over time, the cumulative effect of round-ups will have an undeniably deterrent effect."""|Pro|Deporting illegal immigrants in smaller numbers is feasible
4100|41|feasibility|416| Deporting illegal immigrants in the US|": ""Since illegal aliens came here on their own, they should be made to leave here on their own. Call this self-repatriation. In effect, it is deporting them without having to formally deport them en masse. And it would be infinitely cheaper for the American taxpayers."""|Pro|Illegal aliens can be compelled to leave on their own
4101|41|feasibility|416| Deporting illegal immigrants in the US|"Joe Guzzardi, English Instructor at Lodi Adult School. ""Joe Feels Good About Immigration Bill..."" VDARE.com. June 2, 2006: ""S. 2611 is not administratively manageable. Has anyone wondered how many hundreds of millions of pieces of paper would have to be processed to legalize tens of millions of aliens? Forget it."""|Pro|Path to citizenship is more difficult than deportation
4102|41|feasibility|416| Deporting illegal immigrants in the US|"John McCain said during a July interview on KQTH-FM in Tuscon: ""No amnesty. Many of them need to be sent back."""|Pro|General statements in favor of deporting illegals from the US
4103|41|feasibility|416| Deporting illegal immigrants in the US|To send 12 million illegal immigrants abroad by plane would require about 30,000 flights. To deport that many people by bus would be cheaper, but would still require 240,000 bus loads. Furthermore, these assumptions neglect both the possibility of trial, and the fact that illegal immigrants come from places other than Mexico.|Con|Deporting 13 million illegal immigrants is not possible
4104|41|feasibility|416| Deporting illegal immigrants in the US|Mass deportation would involve a broad campaign on an individual level, including finding, arresting, charging, processing, and transporting each of the 15 or so million illegal immigrants in question. Because this all has to be done on an individual basis, one illegal immigrant at a time, it becomes nearly impossible, or at least prohibitively expensive.|Con|Each illegal immigrant has to be arrested/deported individually.
4105|41|feasibility|416| Deporting illegal immigrants in the US|"Michael R. Bloomberg, MBA, 108th Mayor of the City of New York, in a July 5, 2006: ""We need to get real about the people who are now living in this country illegally – in many cases raising families and paying taxes. The idea of deporting these 11 or 12 million people – about as many as live in the entire state of Pennsylvania – is pure fantasy. Even if we wanted to, it would be physically impossible to carry out. If we attempted it – and it would be perhaps the largest round-up and deportation in world history – the social and economic consequences would be devastating. Let me ask you: Would we really want to spend billions of dollars on a round-up and deportation program that would split families in two – only to have these very same people and millions more, illegally enter our country again? Of course not. America is better than that – and smarter than that. There is only one practical solution, and it is a solution that respects the history of our nation: Offer those already here the opportunity to earn permanent status and keep their families together."""|Con|Deportation is not feasible; legalization is only option
4106|578|past deportations|416| Deporting illegal immigrants in the US|": ""Bring back President Hoover, who in the Great Depression ordered the deportation of all illegal aliens to make jobs available to American citizens that desperately needed work! Bring back President Truman, who deported more than two million illegals after World War II to create jobs for returning veterans. Bring back President Eisenhower, who deported 13 million Mexican nationals. It was done so veterans would have a better chance at jobs. If they could deport the illegals back then, they could sure do it today."""|Pro|Mass deportation has been successful in the past
4107|578|past deportations|416| Deporting illegal immigrants in the US|": ""Q: Did Eisenhower deport 13 million illegal immigrants? Did Hoover and Truman use mass deportations to open jobs for U.S. citizens? A: No. Nothing close to 13 million persons were deported during any administration."""|Con|No past administration deported close to 13 million illegals
4108|578|past deportations|416| Deporting illegal immigrants in the US|"Mae M. Ngai, a historian now at Columbia University: ""none of these presidents presided over any general deportation campaign."""|Con|No past administration engaged in full deportation campaign
4109|0|economics|416| Deporting illegal immigrants in the US|Because illegal immigrants use social services, they crow-out American citizens for those social services, in addition to making them more expensive. These government expenses include government welfare, housing, food, and shelter. This is an injustice, and a major economic expensive for US citizens, all which justify deportation.|Pro|Illegal immigrants crowd-out Americans for social services.
4110|0|economics|416| Deporting illegal immigrants in the US|"In a letter to Sen. William Fulbright, Eisenhower quoted a report in The New York Times that said, ""The rise in illegal border-crossing by Mexican ‘wetbacks’ (rooted from the watery route taken by the Mexican immigrants across the Rio Grande) to a current rate of more than 1,000,000 cases a year has been accompanied by a curious relaxation in ethical standards extending all the way from the farmer-exploiters of this contraband labor to the highest levels of the Federal Government."""|Pro|Exploiting cheap labor is no justification for allowing illegals
4111|0|economics|416| Deporting illegal immigrants in the US|"Edwin S. Rubenstein, MA, President of Edwin S. Rubenstein (ESR) Research Economic Consultants, in a Jan. 26, 2006 VDare.com article entitled ""No-one’s Suggesting Mass Deportation—But It Would Pay For Itself,"": ""even if $206 billion was a reasonable cost estimate, mass deportation would be well worth it. Just consider the economic burden illegal aliens impose on the rest of us... Total fiscal benefits of deportation are thus estimated at $51 billion per year... At this rate, mass deportation would pay for itself in about four years. Plus, of course, we’d get America back."""|Pro|Costs of deportation made up for by savings to taxpayers
4112|0|economics|416| Deporting illegal immigrants in the US|A Center for American Progress study released in March of 2010 concluded that a strategy aimed at deporting the nation’s population of illegal immigrants would cost the government approximately $285 billion over five years. (A deportation-only policy would amount to $922 in new taxes for “every man, woman, and child in this country).” In separate research released in January, UCLA professor Raúl Hinojosa-Ojeda found that if undocumented immigrants were removed from the economy, it would reduce U.S. GDP by $2.6 trillion over ten years.|Con|Mass deportation from US would be very expensive
4113|0|economics|416| Deporting illegal immigrants in the US|": ""legalization of undocumented immigrants and more flexible immigration channels would significantly expand the economy—by a cumulative $1.5 trillion in gross domestic product over 10 years—through increased consumer spending, higher tax receipts, and other related factors. A deportation approach, by contrast, would have the cumulative effect of draining $2.5 trillion over 10 years from the U.S. economy. That is a $4 trillion swing in GDP depending on which policy approach we adopt."""|Con|Illegal immigrants significantly contribute to US economy
4114|0|economics|416| Deporting illegal immigrants in the US|"""The GOP's Immigration Fumble."" The Wall Street Journal. Aug. 4, 2002: ""Deporting them for the duration of the application process would break up families. It also would disrupt businesses that depend on foreign labor for jobs that Americans don't want... The U.S. needs policies in place that recognize the economic realities that come with a long, porous border between an immensely rich country and a poor one. We need programs that will legalize the status of foreigners who are here already and contributing to our economy."""|Con|Deporting illegals would be economically damaging
4115|0|economics|416| Deporting illegal immigrants in the US|It is possible to reclaim lost tax revenue from illegals by integrating and forcing them to pay back taxes and fines. This is not possible if the US deports them all.|Con|Path to citizenship forces illegals to pay back taxes.
4116|91|morality|416| Deporting illegal immigrants in the US|": ""As a legal immigrant and naturalized American who waited years for a green card, I mince no words when I say I have no sympathy whatsoever for illegal aliens. They have no right to be here, and their claim that their marches are the latest struggle in civil rights is poppycock. At this rate, a burglar who invades your house will have an equal claim of ownership to your house merely because he is inside the house."""|Pro|Illegal aliens have no moral right to remain in the US
4117|91|morality|416| Deporting illegal immigrants in the US|"Jim Gilchrist, MBA, CPA, Founder and President of The Minuteman Project, in a May 31, 2007 Global Politician interview titled ""Jim Gilchrist of Minuteman Project on Immigration, Terror, Elections"": ""I’m pro-deportation or if you want to use a nicer word, pro-repatriation. You cannot have a defeatist attitude towards the problem and have a solution. The repatriation of illegals must begin with a recognition of the problem and a plan. We may be called names, but the names our grandchildren will call us will be worse when they have to live in a destroyed country. There must be a multi-faceted approach, including arresting illegals and also cutting off social welfare programs to them."""|Pro|Illegals should be deported, not given amnesty
4118|91|morality|416| Deporting illegal immigrants in the US|The primary purpose of the government is to maintain national security of its people. Deporting illegal immigrants, who potentially pose a security risk to US citizens, is morally consistent with US aims to protect its citizens.|Pro|Deporting illegal immigrants maintains moral goal of security.
4119|91|morality|416| Deporting illegal immigrants in the US|You can not use the trail of tears as a acceptable and relevant argument. The topic is whether deporting illegals is moral. The cheeroke were legally aloud to be there but after losing a war, the U.S.A kicked them out. Illegal aliens have no ethical claim to remain.|Pro|Deporting illegals not akin to expulsion of Native American.
4120|91|morality|416| Deporting illegal immigrants in the US|"The Wall Street Journal, in its Aug. 4, 2002 editorial titled ""The GOP's Immigration Fumble,"" offered the following: ""Deporting them for the duration of the application process would break up families."""|Con|Deportation disrupts immigrant families
4121|91|morality|416| Deporting illegal immigrants in the US|In all some ninety-thousand Indians were relocated. The Cherokee were among the last to go. Some reluctantly agreed to move. Others were driven from their homes at bayonet point. Almost two thousand of them died along the route they remembered as the Trail of Tears. This demonstrates the tragedy that is any deportation event.|Con|Trail of Tears demonstrates injustice of mass deportation.
4122|91|morality|416| Deporting illegal immigrants in the US|As the world's leading superpower, it is the responsibility of the United States to serve as a haven for immigrants escaping devastating conditions. Many immigrants are fleeing from famine, war, political strife, or religious persecution. It is a responsibility, and/or merely a good act, to protect these people by allowing them to take refuge and start new lives in the United States.|Con|US can help shield illegal immigrants from hardship.
4123|179|politics|416| Deporting illegal immigrants in the US|": ""I have long felt that the Democratic Party is not interested in deporting illegal aliens, because they are considered future democratic voters."""|Pro|Democrats oppose deporting illegals because they are potential voters.
4124|179|politics|416| Deporting illegal immigrants in the US|": ""The U.S.-Mexican border is allowed to be porous because of misguided attitudes that border security will anger Hispanics in the United States and the Mexican government. Failing to act, regardless of who is angered by enforcing the law, is an abdication of government responsibility to regulate the flow of people into and out of this nation's borders."""|Pro|Angering hispanics should not stop enforcing law, deporting illegals.
4125|521|constitutionality|416| Deporting illegal immigrants in the US|These rights are granted by the Constitution, so can only apply within the confines of those national, sovereign borders.|Pro|The right to free movement only applies w/in borders.
4126|521|constitutionality|416| Deporting illegal immigrants in the US|Whether written in the Constitution or not, the freedom of movement is an unalienable human right that must be protected.|Con|Freedom of movement is an unalienable human right.
4127|579|opinion|416| Deporting illegal immigrants in the US|"A CBS News/New York Times Poll dated September 2007 asked, ""Should illegal immigrants be prosecuted and deported for being in the U.S. illegally, or shouldn't they?"" In response, 69% of American citizens believed illegal immigrants should be deported for being in the U.S. illegally, while only 24% believed they should not."|Pro|Some polls find Americans support deporting illegals.
4128|579|opinion|416| Deporting illegal immigrants in the US|"A USA Today/Gallup Poll dated March 2007 asked, ""Should the government deport all illegal immigrants back to their home country?"" In response, only 24% of American citizens believed the government should deport all illegal immigrants. Furthermore, 59% of American citizens believed the government should allow illegal immigrants to remain in the United States and become U.S. citizens, but only if they meet certain requirements."|Con|Americans oppose the deportation of all illegal immigrants.
4491|64|social|487| Drivers licenses for Illegal immigrants in the US|- Illegal immigrants that are currently residing in America are active members of American society. They typically lead productive and law-abiding lives consistent with American ideals. Their only illegal action was entering the United States. As such, efforts should be made to integrate them into American society, and providing them the option of obtaining driver's licenses is a good way of achieving this.|Yes|Illegal immigrants in America should be integrated into society
4492|64|social|487| Drivers licenses for Illegal immigrants in the US|It is not possible to deport between 10 and 12 million illegal immigrants. Therefore, integration is the best option. Offering illegal immigrants driver's licenses is in line with this course of action.|Yes|It is not feasible to deport millions of illegal immigrants from the United States
4493|64|social|487| Drivers licenses for Illegal immigrants in the US|Sending millions of illegal immigrants back to their home countries would result in a humanitarian crisis, particularly in Mexico. The best response, therefore, is to better integrate them into the fabric of society. Providing them with driver's licenses fits into this moral course of action.|Yes|Deporting millions of illegal immigrants from America would result in a humanitarian crisis
