argument_id|frame_id|frame|topic_id|topic|premise|stance|conclusion|genericFrame|fuzzyFrame
863|146|carrying papers|81| Arizona illegal immigration law|": ""As far as the so-called ""show me your papers law,"" federal law has long dictated that every alien, 18 years of age and over, shall at all times carry with him and have in his personal possession proof of alien registration. Failure to comply can result in a misdemeanor conviction, $100 fine and/or 30 days imprisonment for each violation."""|Pro|Arizona merely enforces law that aliens carry papers|__UNKNOWN__|(__UNKNOWN__:1)
864|146|carrying papers|81| Arizona illegal immigration law|": ""The downside is that some people — citizens, visitors, immigrants and foreign workers — legally in the state may be inconvenienced if asked to identify themselves or show their immigration documents. I've been asked to show my ""papers"" when traveling in foreign countries. Big deal."""|Pro|Being forced to show papers in Arizona is no big deal|__UNKNOWN__|(__UNKNOWN__:1)
865|146|carrying papers|81| Arizona illegal immigration law|Carrying papers is no more inconvenient than carrying a drivers license or any other form of ID. It is a tradeoff for a person coming to live in the country rather than in Mexico.|Pro|Nothing to worry about as long as you have papers.|__UNKNOWN__|(__UNKNOWN__:1)
866|146|carrying papers|81| Arizona illegal immigration law|Alessandra Soler Meetze, executive director of the American Civil Liberties Union (ACLU) of Arizona: “If this law were implemented, citizens would effectively have to carry ‘their papers’ at all times to avoid arrest. It is a low point in modern America when a state law requires police to demand documents from people on the street.”|Con|Arizona law burdens immigrants who must carry papers|__UNKNOWN__|(__UNKNOWN__:1)
867|147|racial profiling|81| Arizona illegal immigration law|": ""The law will allow police to engage in racial profiling. Actually, Section 2 provides that a law enforcement official “may not solely consider race, color or national origin” in making any stops or determining immigration status. In addition, all normal Fourth Amendment protections against profiling will continue to apply. In fact, the Arizona law actually reduces the likelihood of race-based harassment by compelling police officers to contact the federal government as soon as is practicable when they suspect a person is an illegal alien, as opposed to letting them make arrests on their own assessment."""|Pro|Arizona law does not allow for racial profiling|__UNKNOWN__|(__UNKNOWN__:1)
868|147|racial profiling|81| Arizona illegal immigration law|": ""When she signed this law, Gov. Jan Brewer stated that she would not tolerate racial profiling. Yet at a news conference, she was unable to answer the question 'What does an illegal immigrant look like?' If she doesn't know, how are police to know? Because Arizona's law offers no guidance as to what constitutes a 'reasonable suspicion' that someone is undocumented, police will likely resort to profiling of Latinos on an unprecedented level. Isn't Goldberg outraged by these apparent violations of the 4th Amendment's protection against unreasonable search and seizure? Or of the 14th Amendment's equal protection clause? Guess not.""                     Arizona immigration law invites abusive racial profiling."|Con|"""Reasonable suspicion"" in Arizona will lead to racial profiling"|__UNKNOWN__|(__UNKNOWN__:1)
869|147|racial profiling|81| Arizona illegal immigration law|": ""Arizona is a state of about 6.6 million people, with about 15 percent foreign-born, according to the U.S. census. Under the new law, those who can't immediately prove they're working in the United States legally may find themselves detained by police as they go about daily life."""|Con|Arizona law will harass, jail Latinos w/o papers on them|__UNKNOWN__|(__UNKNOWN__:1)
870|147|racial profiling|81| Arizona illegal immigration law|": ""It’s a scary piece of legislation that will invite racial profiling. What does an “illegal immigrant” look like? In Arizona’s case, it will be someone with brown skin. [...] The state that resisted a Martin Luther King holiday seems to relish discouraging people with darker shades of skin. [...] Arizona voters approved a King holiday in 1992, but only after a tourist boycott and loss of the 1993 Super Bowl, which was supposed to have been played in Tempe. This year’s action might cost the state baseball’s 2011 All-Star game."""|Con|Arizona immigration law partly driven by racism|__UNKNOWN__|(__UNKNOWN__:1)
871|147|racial profiling|81| Arizona illegal immigration law|": ""the provision allowing people to sue officials for not enforcing the law is red meat intended to hound police agencies to boost their arrest numbers."""|Con|Arizona law allows suing of police, encourages racial profiling|__UNKNOWN__|(__UNKNOWN__:1)
872|41|feasibility|81| Arizona illegal immigration law|": ""The law, which GOP Gov. Jan Brewer signed April 23, uses state police authority to step up pressure on illegal aliens. This should help force many to leave the state—and the country—on their own or else face time behind bars. [...] This measure promotes attrition through enforcement, the most reasonable, rational strategy on the enforcement side of the immigration equation."""|Pro|Arizona does not deport illegals, it encourages self-deportation|__UNKNOWN__|(__UNKNOWN__:1)
873|41|feasibility|81| Arizona illegal immigration law|": ""In sum, the Arizona law hardly creates a police state. It takes a measured, reasonable step to give Arizona police officers another tool when they come into contact with illegal aliens during their normal law enforcement duties."""|Pro|Arizona law is reasonable, measured response to illegal immigration|__UNKNOWN__|(__UNKNOWN__:1)
874|41|feasibility|81| Arizona illegal immigration law|": ""if states unilaterally start arresting undocumented aliens and dispatching them to the federal government for deportation, they will force the federal government to expend law enforcement resources on immigration when it might have other, more pressing, concerns such as, say, terrorism."""|Con|Arizona law would strain federal govt with deportations|__UNKNOWN__|(__UNKNOWN__:1)
875|41|feasibility|81| Arizona illegal immigration law|": ""The government of Arizona, it turns out, has been ambushed by its own legislature. If this vague law is applied vigorously, the state will be regularly sued by citizens who are wrongfully stopped. But if the law is not applied vigorously enough, it contains a provision allowing citizens to sue any agency or official who 'limits or restricts the enforcement of federal immigration laws.' Either way, lawyers rejoice."""|Con|Arizona immigration law will increase lawsuits and costs|__UNKNOWN__|(__UNKNOWN__:1)
876|38|deterrence|81| Arizona illegal immigration law|": ""such proactive enforcement has a continuing deterrent effect, as violators realize they cannot indefinitely avoid law enforcement contact."""|Pro|Arizona immigration law helps deter illegal immigrants|__UNKNOWN__|(__UNKNOWN__:1)
877|38|deterrence|81| Arizona illegal immigration law|Although conventional wisdom presumes that a prohibitory law will have the desired effect, careful studies of law often show the opposite effect: the behavior they are supposed to inhibit actually increases. Attempts to ban alcohol consumption, teen smoking, advertising, pornography, and fast driving are among the many instances of prohibitions that have backfired.|Con|Arizona law encourages illegal immigration.|__UNKNOWN__|(__UNKNOWN__:1)
878|62|crime|81| Arizona illegal immigration law|Illegal immigrants are often, although not always, involved in other crimes, particularly drug-trafficking. Cracking down on illegal immigrants will, therefore, have a positive effect in reducing crime rates in Arizona.|Pro|The new immigration law will decrease crime rates in Arizona.|CRIME AND PUNISHMENT|(CRIME AND PUNISHMENT:1.0)
879|62|crime|81| Arizona illegal immigration law|In general, the absence of the enforcement of immigration laws in Arizona creates a sense of anarchy in the state, and a certain feeling among criminals that they can commit crimes without concern for punishment.|Pro|Arizona law represents a much needed step away from anarchy.|CRIME AND PUNISHMENT|(CRIME AND PUNISHMENT:1.0)
880|62|crime|81| Arizona illegal immigration law|": ""One of the concrete problems with the law treating undocumented immigrants as criminals is that it gives those without papers a powerful incentive to stay as far away from police as possible. This will only make it more difficult for local police to investigate crimes and track down fugitive offenders, because no potential witness who is undocumented will come forward."""|Con|Arizona law causes distrust of police, undermines enforcement|CRIME AND PUNISHMENT|(CRIME AND PUNISHMENT:1.0)
881|62|crime|81| Arizona illegal immigration law|"Joel Jacobsen, assistant attorney general, criminal appeals division for New Mexico: ""This obviously puts police in an impossible situation because it requires them to pursue two goals simultaneously: to enforce the immigration laws; and to enforce the criminal laws, keep the peace, provide assistance, and all the other ordinary tasks of police officers. Which goal should they pursue? It will frequently not be possible to do both, because the officer will be required to arrest perpetrator and victim both, and the punishment experienced by the victim of a violent crime will frequently be more severe and life-disrupting – deportation – than that experienced by the perpetrator – a night in jail, perhaps."""|Con|Arizona law puts police under contradicting missions|CRIME AND PUNISHMENT|(CRIME AND PUNISHMENT:1.0)
882|148|state rights|81| Arizona illegal immigration law|": ""[Myth:] State governments aren’t allowed to get involved in immigration, which is a federal matter. [Counter-argument:] While it is true that Washington holds primary authority in immigration, the Supreme Court since 1976 has recognized that states may enact laws to discourage illegal immigration without being pre-empted by federal law. As long as Congress hasn’t expressly forbidden the state law in question, the statute doesn’t conflict with federal law and Congress has not displaced all state laws from the field, it is permitted. That’s why Arizona’s 2007 law making it illegal to knowingly employ unauthorized aliens was sustained by the United States Court of Appeals for the Ninth Circuit."""|Pro|Arizona has right to fight illegal immigration w/o federal authorization|FAIRNESS AND EQUALITY|(FAIRNESS AND EQUALITY:0.5) (LEGALITY, CONSTITUTIONALITY AND JURISPRUDENCE:0.5)
883|148|state rights|81| Arizona illegal immigration law|State and local governments are the closest to the problem, and the most capable of designing targeted approaches for their particular illegal immigration problem, which may very in type and severity from state to state.|Pro|States, local govts are best at fighting illegal immigration.|FAIRNESS AND EQUALITY|(FAIRNESS AND EQUALITY:0.5) (LEGALITY, CONSTITUTIONALITY AND JURISPRUDENCE:0.5)
884|148|state rights|81| Arizona illegal immigration law|The Tenth Amendment preserves the traditional police powers of the states to control their own jurisdictions. Many believe this amendment applies to the creation and enforcement of immigration law, in particular because it is a criminal issue.|Pro|10th amendment supports state rights to craft immigration law.|FAIRNESS AND EQUALITY|(FAIRNESS AND EQUALITY:0.5) (LEGALITY, CONSTITUTIONALITY AND JURISPRUDENCE:0.5)
885|148|state rights|81| Arizona illegal immigration law|": ""Arizona's law might give the nation information about whether judicious enforcement discourages illegality. If so, it is a worthwhile experiment in federalism."" In other words, the feasibility and efficacy of a law such as Arizona's is not entirely known yet, and so Arizona provides an very valuable test case to determine these things."""|Pro|Arizona's immigration law is good test case for nation|FAIRNESS AND EQUALITY|(FAIRNESS AND EQUALITY:0.5) (LEGALITY, CONSTITUTIONALITY AND JURISPRUDENCE:0.5)
886|148|state rights|81| Arizona illegal immigration law|": ""TAKE BACK IMMIGRATION POLICY The Supreme Court has consistently ruled that states cannot make their own immigration laws. The Arizona debacle gives the Obama administration another chance to make it clear that the nation’s immigration policy cannot be left to a ragged patchwork of state and local laws."""|Con|Arizona should not make immigration law; fed should|FAIRNESS AND EQUALITY|(FAIRNESS AND EQUALITY:0.5) (LEGALITY, CONSTITUTIONALITY AND JURISPRUDENCE:0.5)
887|148|state rights|81| Arizona illegal immigration law|": ""Protecting our borders is in fact a singularly federal function; reflecting the fundamental responsibility of the national government to protect our sovereignty. Traditionally, and appropriately, states have not been permitted to assume federal government functions; just as Washington should not be permitted to assert powers properly left to the states. This split of enforcement authority – while in modern times often not honored by the federal government – is codified in the Constitution, including in the Tenth Amendment."""|Con|Protecting our borders is a purely federal function|FAIRNESS AND EQUALITY|(FAIRNESS AND EQUALITY:0.5) (LEGALITY, CONSTITUTIONALITY AND JURISPRUDENCE:0.5)
888|149|constitution|81| Arizona illegal immigration law|Governments are required by their Constitutions to protect their citizens from crime and foreign threats. In so far as illegal immigration threatens citizens, governments are required to respond aggressively. Arizona, who's citizens have been terribly affected by illegal immigration, is required to respond robustly in fighting the problem.|Pro|Government protection (from illegal immigrants) is a const. right.|__UNKNOWN__|(__UNKNOWN__:1)
889|149|constitution|81| Arizona illegal immigration law|"""The law is clearly within the boundaries of the Fourth Amendment of the Constitution. It doesn't allow officers to contact people on basis of race. They have to break another crime or violate another statute to even be contacted."""|Pro|Arizona law constitutional; no stops w/o other offense.|__UNKNOWN__|(__UNKNOWN__:1)
890|149|constitution|81| Arizona illegal immigration law|"Fourth Amendment of the United States Constitution: ""The right of the people to be secure in their persons, houses, papers, and effects, against unreasonable searches and seizures, shall not be violated, and no Warrants shall issue, but upon probable cause, supported by Oath or affirmation, and particularly describing the place to be searched, and the persons or things to be seized."""|Con|Arizona immigration law violates the Fourth Amendment.|__UNKNOWN__|(__UNKNOWN__:1)
891|0|economics|81| Arizona illegal immigration law|"""The wide array of statistics available from government and private sector sources leads to this conclusion: Unemployment disproportionately hits unskilled, uneducated blacks and native-born Hispanics. Why? It is simple, business economics: (1) In the unskilled labor market, legal workers offer no greater productivity than comparable illegal ones; (2) legal hiring requires employers to conform to U.S. law; and (3) citizen new hires often expect benefits. In short, more illegal workers cost employers less."""|Pro|Arizona law will return jobs back to the American people.|ECONOMIC|(ECONOMIC:1.0)
892|0|economics|81| Arizona illegal immigration law|Arizona currently has at least 500,000 illegal aliens on the ground, costing the state $1.3 billion per year.|Pro|Arizona law will lessen the financial burden caused by illegal aliens.|ECONOMIC|(ECONOMIC:1.0)
893|0|economics|81| Arizona illegal immigration law|": ""We have already begun to feel an impact from SB1070. The families of a number of out-of-state students (to date all of them honors students) have told us that they are changing their plans and will be sending their children to universities in other states. This should sadden anyone who cares about attracting the best and brightest students to Arizona."""|Con|Arizona immigration law causes parents to send students elsewhere|ECONOMIC|(ECONOMIC:1.0)
894|0|economics|81| Arizona illegal immigration law|"According to Judge Andrew Napolitano: ""She's also gonna bankrupt her state, because no insurance company will provide coverage for this. And for all the lawsuits that will happen -- for all the people that are wrongfully stopped -- her budget will be paying for it. Her budget will be paying the legal bills of the lawyers who sue on behalf of those that were stopped."""|Con|Arizona immigration law will damage local economy|ECONOMIC|(ECONOMIC:1.0)
895|29|national security|81| Arizona illegal immigration law|": ""Obviously, some find it easier to cry out that Arizona's action is unfair and mean-spirited. Regrettably, most American citizens are not fully aware of the illegal immigration crisis this country is experiencing. Any notion of a mass amnesty is foolish and will only worsen the problem, encouraging more aliens to enter the United States illegally and further reward those who have already violated our laws. The solution begins with proactive enforcement of immigration laws at all levels of government. We must remember that the events of 9-11 occurred due to our failure to enforce existing immigration law."""|Pro|Illegal immigrants in Arizona pose threat to security|SECURITY AND DEFENSE|(SECURITY AND DEFENSE:1.0)
896|29|national security|81| Arizona illegal immigration law|Largely the result of both push and pull factors, illegal immigrants come to the United States in search of jobs and opportunities, religious freedom, and political freedom, and to escape poverty, persecution, or political corruption/instability. These immigrants do not, by any means, pose a threat to national security.|Con|Illegal immigrants do not pose a threat to national security.|SECURITY AND DEFENSE|(SECURITY AND DEFENSE:1.0)
897|150|history|81| Arizona illegal immigration law|Rich Lowry of the National: “Arizona seeks only to enforce the nominal immigration policy of the United States.”|Pro|Arizona immigration law merely enforces existing laws|__UNKNOWN__|(__UNKNOWN__:1)
898|150|history|81| Arizona illegal immigration law|": ""it's been a federal crime for more than half a century [for immigrants to go without documentation]. Has the open-borders crowd forgotten that it calls illegal aliens 'undocumented' for a reason?"""|Pro|Aliens going out without documents has been a crime for decades|__UNKNOWN__|(__UNKNOWN__:1)
899|150|history|81| Arizona illegal immigration law|"The Arizona law forces police to ask alleged illegal immigrants for their papers if ""reasonable suspicion"" exists. The law also calls for the arrest of people knowingly concealing illegal immigrants. Members of the Congressional Hispanic Caucus have denounced the law as ""an unconstitutional throwback to the Jim Crow laws that mandated racial segregation in public."""|Con|The law draws parallels to the old Jim Crow Laws of the South.|__UNKNOWN__|(__UNKNOWN__:1)
900|150|history|81| Arizona illegal immigration law|"Juan Carlos Ruiz, director of the Latino Foundation of Greater Washington: ""Fifty years in fighting the civil rights efforts that we have put to ensure that all Americans, all people in this country, are free...We cannot go back to this slave patrol era."""|Con|Arizona immigration law undermines civil rights movement|__UNKNOWN__|(__UNKNOWN__:1)
901|6|public opinion|81| Arizona illegal immigration law|An April 2010 poll by Rasmussen, showed 55 percent of Americans supported the tough Arizona law, while 36 percent opposed it.|Pro|Most Americans support Arizona's immigration law|PUBLIC OPINION|(PUBLIC OPINION:1.0)
902|6|public opinion|81| Arizona illegal immigration law|This has been seen in a number of polls, and demonstrates a particularly high level of support for an aggressive approach in Arizona.|Pro|Roughly 70% of Arizonans support the state's immigration law.|PUBLIC OPINION|(PUBLIC OPINION:1.0)
903|6|public opinion|81| Arizona illegal immigration law|": ""That 70 percent of Arizonans support the measure is no surprise. Arizona and other border states have borne the brunt of the immigration battle. The federal government has failed to enact reasonable immigration reform. Arizona was desperate to do something to stem the tide of people who were entering the state illegally. [...] The cost of an escalating population, whether here legally or not, puts a drain on limited resources. New residents need food, shelter, schools and health care. [...] That doesn’t excuse the actions of Arizona lawmakers. To fix one problem, they’ve created another and unfairly marginalized hundreds of thousands of citizens. [...] Immigration is a federal job, and sadly, it’s a job that has been neglected."""|Con|Support for Arizona's law is understandable, but misguided|PUBLIC OPINION|(PUBLIC OPINION:1.0)
4098|41|feasibility|416| Deporting illegal immigrants in the US|"CNN’s Lou Dobbs said that, ""When this president and open-borders, illegal-alien-amnesty advocates say, ‘You can’t deport them,’ my answer is, ‘You wanna bet?’ Because this is the United States."""|Pro|US is capable of deporting all illegal immigrants|__UNKNOWN__|(__UNKNOWN__:1)
4099|41|feasibility|416| Deporting illegal immigrants in the US|": ""no one is seriously talking about mass deportation, for anyone with a modicum of common sense knows we could not round up all the illegal aliens at once. [...] However, we can round them up in smaller numbers, and over time, the cumulative effect of round-ups will have an undeniably deterrent effect."""|Pro|Deporting illegal immigrants in smaller numbers is feasible|__UNKNOWN__|(__UNKNOWN__:1)
4100|41|feasibility|416| Deporting illegal immigrants in the US|": ""Since illegal aliens came here on their own, they should be made to leave here on their own. Call this self-repatriation. In effect, it is deporting them without having to formally deport them en masse. And it would be infinitely cheaper for the American taxpayers."""|Pro|Illegal aliens can be compelled to leave on their own|__UNKNOWN__|(__UNKNOWN__:1)
4101|41|feasibility|416| Deporting illegal immigrants in the US|"Joe Guzzardi, English Instructor at Lodi Adult School. ""Joe Feels Good About Immigration Bill..."" VDARE.com. June 2, 2006: ""S. 2611 is not administratively manageable. Has anyone wondered how many hundreds of millions of pieces of paper would have to be processed to legalize tens of millions of aliens? Forget it."""|Pro|Path to citizenship is more difficult than deportation|__UNKNOWN__|(__UNKNOWN__:1)
4102|41|feasibility|416| Deporting illegal immigrants in the US|"John McCain said during a July interview on KQTH-FM in Tuscon: ""No amnesty. Many of them need to be sent back."""|Pro|General statements in favor of deporting illegals from the US|__UNKNOWN__|(__UNKNOWN__:1)
4103|41|feasibility|416| Deporting illegal immigrants in the US|To send 12 million illegal immigrants abroad by plane would require about 30,000 flights. To deport that many people by bus would be cheaper, but would still require 240,000 bus loads. Furthermore, these assumptions neglect both the possibility of trial, and the fact that illegal immigrants come from places other than Mexico.|Con|Deporting 13 million illegal immigrants is not possible|__UNKNOWN__|(__UNKNOWN__:1)
4104|41|feasibility|416| Deporting illegal immigrants in the US|Mass deportation would involve a broad campaign on an individual level, including finding, arresting, charging, processing, and transporting each of the 15 or so million illegal immigrants in question. Because this all has to be done on an individual basis, one illegal immigrant at a time, it becomes nearly impossible, or at least prohibitively expensive.|Con|Each illegal immigrant has to be arrested/deported individually.|__UNKNOWN__|(__UNKNOWN__:1)
4105|41|feasibility|416| Deporting illegal immigrants in the US|"Michael R. Bloomberg, MBA, 108th Mayor of the City of New York, in a July 5, 2006: ""We need to get real about the people who are now living in this country illegally – in many cases raising families and paying taxes. The idea of deporting these 11 or 12 million people – about as many as live in the entire state of Pennsylvania – is pure fantasy. Even if we wanted to, it would be physically impossible to carry out. If we attempted it – and it would be perhaps the largest round-up and deportation in world history – the social and economic consequences would be devastating. Let me ask you: Would we really want to spend billions of dollars on a round-up and deportation program that would split families in two – only to have these very same people and millions more, illegally enter our country again? Of course not. America is better than that – and smarter than that. There is only one practical solution, and it is a solution that respects the history of our nation: Offer those already here the opportunity to earn permanent status and keep their families together."""|Con|Deportation is not feasible; legalization is only option|__UNKNOWN__|(__UNKNOWN__:1)
4106|578|past deportations|416| Deporting illegal immigrants in the US|": ""Bring back President Hoover, who in the Great Depression ordered the deportation of all illegal aliens to make jobs available to American citizens that desperately needed work! Bring back President Truman, who deported more than two million illegals after World War II to create jobs for returning veterans. Bring back President Eisenhower, who deported 13 million Mexican nationals. It was done so veterans would have a better chance at jobs. If they could deport the illegals back then, they could sure do it today."""|Pro|Mass deportation has been successful in the past|__UNKNOWN__|(__UNKNOWN__:1)
4107|578|past deportations|416| Deporting illegal immigrants in the US|": ""Q: Did Eisenhower deport 13 million illegal immigrants? Did Hoover and Truman use mass deportations to open jobs for U.S. citizens? A: No. Nothing close to 13 million persons were deported during any administration."""|Con|No past administration deported close to 13 million illegals|__UNKNOWN__|(__UNKNOWN__:1)
4108|578|past deportations|416| Deporting illegal immigrants in the US|"Mae M. Ngai, a historian now at Columbia University: ""none of these presidents presided over any general deportation campaign."""|Con|No past administration engaged in full deportation campaign|__UNKNOWN__|(__UNKNOWN__:1)
4109|0|economics|416| Deporting illegal immigrants in the US|Because illegal immigrants use social services, they crow-out American citizens for those social services, in addition to making them more expensive. These government expenses include government welfare, housing, food, and shelter. This is an injustice, and a major economic expensive for US citizens, all which justify deportation.|Pro|Illegal immigrants crowd-out Americans for social services.|ECONOMIC|(ECONOMIC:1.0)
4110|0|economics|416| Deporting illegal immigrants in the US|"In a letter to Sen. William Fulbright, Eisenhower quoted a report in The New York Times that said, ""The rise in illegal border-crossing by Mexican ‘wetbacks’ (rooted from the watery route taken by the Mexican immigrants across the Rio Grande) to a current rate of more than 1,000,000 cases a year has been accompanied by a curious relaxation in ethical standards extending all the way from the farmer-exploiters of this contraband labor to the highest levels of the Federal Government."""|Pro|Exploiting cheap labor is no justification for allowing illegals|ECONOMIC|(ECONOMIC:1.0)
4111|0|economics|416| Deporting illegal immigrants in the US|"Edwin S. Rubenstein, MA, President of Edwin S. Rubenstein (ESR) Research Economic Consultants, in a Jan. 26, 2006 VDare.com article entitled ""No-one’s Suggesting Mass Deportation—But It Would Pay For Itself,"": ""even if $206 billion was a reasonable cost estimate, mass deportation would be well worth it. Just consider the economic burden illegal aliens impose on the rest of us... Total fiscal benefits of deportation are thus estimated at $51 billion per year... At this rate, mass deportation would pay for itself in about four years. Plus, of course, we’d get America back."""|Pro|Costs of deportation made up for by savings to taxpayers|ECONOMIC|(ECONOMIC:1.0)
4112|0|economics|416| Deporting illegal immigrants in the US|A Center for American Progress study released in March of 2010 concluded that a strategy aimed at deporting the nation’s population of illegal immigrants would cost the government approximately $285 billion over five years. (A deportation-only policy would amount to $922 in new taxes for “every man, woman, and child in this country).” In separate research released in January, UCLA professor Raúl Hinojosa-Ojeda found that if undocumented immigrants were removed from the economy, it would reduce U.S. GDP by $2.6 trillion over ten years.|Con|Mass deportation from US would be very expensive|ECONOMIC|(ECONOMIC:1.0)
4113|0|economics|416| Deporting illegal immigrants in the US|": ""legalization of undocumented immigrants and more flexible immigration channels would significantly expand the economy—by a cumulative $1.5 trillion in gross domestic product over 10 years—through increased consumer spending, higher tax receipts, and other related factors. A deportation approach, by contrast, would have the cumulative effect of draining $2.5 trillion over 10 years from the U.S. economy. That is a $4 trillion swing in GDP depending on which policy approach we adopt."""|Con|Illegal immigrants significantly contribute to US economy|ECONOMIC|(ECONOMIC:1.0)
4114|0|economics|416| Deporting illegal immigrants in the US|"""The GOP's Immigration Fumble."" The Wall Street Journal. Aug. 4, 2002: ""Deporting them for the duration of the application process would break up families. It also would disrupt businesses that depend on foreign labor for jobs that Americans don't want... The U.S. needs policies in place that recognize the economic realities that come with a long, porous border between an immensely rich country and a poor one. We need programs that will legalize the status of foreigners who are here already and contributing to our economy."""|Con|Deporting illegals would be economically damaging|ECONOMIC|(ECONOMIC:1.0)
4115|0|economics|416| Deporting illegal immigrants in the US|It is possible to reclaim lost tax revenue from illegals by integrating and forcing them to pay back taxes and fines. This is not possible if the US deports them all.|Con|Path to citizenship forces illegals to pay back taxes.|ECONOMIC|(ECONOMIC:1.0)
4116|91|morality|416| Deporting illegal immigrants in the US|": ""As a legal immigrant and naturalized American who waited years for a green card, I mince no words when I say I have no sympathy whatsoever for illegal aliens. They have no right to be here, and their claim that their marches are the latest struggle in civil rights is poppycock. At this rate, a burglar who invades your house will have an equal claim of ownership to your house merely because he is inside the house."""|Pro|Illegal aliens have no moral right to remain in the US|MORALITY|(MORALITY:1.0)
