argument_id|frame_id|frame|topic_id|topic|premise|stance|conclusion
2845|436|defining marriage|303| Civil unions vs. gay marriage|"Hilary Clinton: ""Marriage has got historic, religious, and moral content that goes back to the beginning of time, and I think a marriage is as a marriage has always been: between a man and a woman."""|Pro|Marriage should be defined as between a man and a woman
2846|436|defining marriage|303| Civil unions vs. gay marriage|": ""The institution of civil marriage, like most human institutions, has undergone vast changes over the last two millennia. If marriage were the same today as it has been for 2,000 years, it would be possible to marry a twelve-year-old you had never met, to own a wife as property and dispose of her at will, or to imprison a person who married someone of a different race."" [It should now evolve to include gays]."|Con|Marriage has always evolved; should now include gays
2847|436|defining marriage|303| Civil unions vs. gay marriage|": ""[Many argue] that marriage is primarily about procreation. [...] The only trouble with this argument is that it ignores the fact that civil marriage is granted automatically to childless couples, sterile couples, couples who marry too late in life to have children, couples who adopt other people's children, and so on."""|Con|Marriage is not reserved solely for those that can reproduce
2848|437|institution of marriage|303| Civil unions vs. gay marriage|The institution of marriage is dependent on its traditional definition being maintained as between a man and woman, and the traditional family/reproduction/child-rearing/mother-father-role-models function of marriage being upheld as well. Gay marriage breaks from many of these traditional functions. Civil unions uphold the institution of marriage by not interfering with them.|Pro|Gay marriage undermines the institution of marriage.
2849|437|institution of marriage|303| Civil unions vs. gay marriage|": ""Linking federal civil unions to guarantees of religious freedom seems a natural way to give the two sides something they would greatly value while heading off a long-term, take-no-prisoners conflict. That should appeal to cooler heads on both sides, and it also ought to appeal to President Obama, who opposes same-sex marriage but has endorsed federal civil unions. A successful template already exists: laws that protect religious conscience in matters pertaining to abortion. These statutes allow Catholic hospitals to refuse to provide abortions, for example. If religious exemptions can be made to work for as vexed a moral issue as abortion, same-sex marriage should be manageable, once reasonable people of good will put their heads together. [...] In all sharp moral disagreements, maximalism is the constant temptation. People dig in, positions harden and we tend to convince ourselves that our opponents are not only wrong-headed but also malicious and acting in bad faith. In such conflicts, it can seem not only difficult, but also wrong, to compromise on a core belief. [...] But clinging to extremes can also be quite dangerous. In the case of gay marriage, a scorched-earth debate, pitting what some regard as nonnegotiable religious freedom against what others regard as a nonnegotiable human right, would do great harm to our civil society. When a reasonable accommodation on a tough issue seems possible, both sides should have the courage to explore it."""|Pro|Civil unions avoid drawn out culture war on gay marriage
2850|437|institution of marriage|303| Civil unions vs. gay marriage|": ""For most Americans, marriage is a religious sacrament or ceremony. If the definition of marriage is changed to allow SSM, some religious individuals and groups feel that they will become at risk of having to violate their beliefs by being forced to marry same-sex couples."""|Pro|Gay marriages violates religious freedoms
2851|437|institution of marriage|303| Civil unions vs. gay marriage|": ""In its decision that a civil union law in California (there called a domestic partnership law) did not provide equality under the constitution, that state’s highest court listed these top two reasons why civil unions are not enough: 'First, the exclusion of same-sex couples from the designation of marriage clearly is not necessary in order to afford full protection to all of the rights and benefits that currently are enjoyed by married opposite-sex couples; permitting same-sex couples access to the designation of marriage will not deprive opposite-sex couples of any rights and will not alter the legal framework of the institution of marriage, because same-sex couples who choose to marry will be subject to the same obligations and duties that currently are imposed on married opposite-sex couples."""|Con|Gay marriage does not harm heterosexual marriages
2852|437|institution of marriage|303| Civil unions vs. gay marriage|": ""the inclusion of gay people is, in fact, a comparatively small change. It will affect no existing heterosexual marriage. It will mean no necessary change in religious teaching. If you calculate that gay men and women amount to about three percent of the population, it's likely they will make up perhaps one or two percent of all future civil marriages. The actual impact will be tiny. Compare it to, say, the establishment in this century of legal divorce. That change potentially affected not one percent but 100 percent of marriages and today transforms one marriage out of two. If any legal change truly represented the 'end of marriage,' it was forged in Nevada, not Vermont."""|Con|Gay marriage is a negligible change to institution of marriage
2853|437|institution of marriage|303| Civil unions vs. gay marriage|": ""how, exactly, does the freedom of a gay couple to marry weaken a straight couple's commitment to the same institution? The obvious answer is that since homosexuals are inherently depraved and immoral [according to opponents], allowing them to marry would inevitably spoil, even defame, the institution of marriage. It would wreck the marital neighborhood, so to speak, and fewer people would want to live there. Part of the attraction of marriage for some heterosexual males, the argument goes, is that it confers status. One of the ways it does this is by distinguishing such males from despised homosexuals. If you remove that social status, you further weaken an already beleaguered institution. [...] This argument is rarely made explicitly, but I think it exists in the minds of many who supported the DOMA."""|Con|Gays can only undermine marriage if seen as morally depraved
2854|437|institution of marriage|303| Civil unions vs. gay marriage|": ""Heterosexuals have all but completely taken over the civil union option [in France] (92%, leaving just 8% for gays!). The civil unions give heterosexual couples financial advantages, but when one of them wants to leave, it is easy: 'If one or both of the partners declares in writing to the court that he or she wants out, the PACS is ended, with neither partner having claim to the other’s property or to alimony.' So much for family permanence."""|Con|By offering alternative, civil unions undermine marriage
2855|437|institution of marriage|303| Civil unions vs. gay marriage|": ""Even if you concede that gay men--being men--are, in the aggregate, less likely to live up to the standards of monogamy and commitment that marriage demands, this still suggests a further question: Are they less likely than, say, an insane person? A straight man with multiple divorces behind him? A murderer on death row? A president of the United States? The truth is, these judgments simply cannot be fairly made against a whole group of people."""|Con|Success rate of gay marriages is an inappropriate criteria
2856|438|symbol|303| Civil unions vs. gay marriage|": ""When Congress starts to consider the FMA, here's hoping a courageous lawmaker will introduce a federal civil union bill. Let's debate whether gay couples merit equality under the law, not whether straight couples can keep the word “marriage” to themselves. Let's discuss the special rights that empty-nest and childless straight couples currently enjoy and seriously examine what happens if we extend these rights to gay couples with children."""|Pro|"Civil unions give what matters: equal benefits not ""marriage"""
2857|438|symbol|303| Civil unions vs. gay marriage|": ""Once you are in a civil union, you can refer to yourself as “married” if you like. A friend in Vermont who is in a civil union says he and his partner refer to themselves as married. So does everyone else. A friend in Norway reports the same thing: 'Oh, you two are married.'"""|Pro|"Civil union couples can say they're ""married"""
2858|438|symbol|303| Civil unions vs. gay marriage|"In its decision declaring the denial of the right to marry unconstitutional, Connecticut’s highest court said: ""We agree with the following point made by the Lambda Legal Defense and Education Fund, Inc., in its amicus brief: 'Any married couple [reasonably] would feel that they had lost something precious and irreplaceable if the government were to tell them that they no longer were 'married' and instead were in a 'civil union.' The sense of being 'married' — what this conveys to a couple and their community, and the security of having others clearly understand the fact of their marriage and all it signifies — would be taken from them. These losses are part of what same-sex couples are denied when government assigns them a 'civil union' status. If the tables were turned, very few heterosexuals would countenance being told that they could enter only civil unions and that marriage is reserved for lesbian and gay couples. Surely there is [a] constitutional injury when the majority imposes on the minority that which it would not accept for itself."""|Con|"Word ""marriage"" is symbolic, should not be denied to gays"
2859|438|symbol|303| Civil unions vs. gay marriage|"There is significant importance placed on asking the question, ""will you marry me?"". Civil unions essentially deny homosexuals the ability to ask that beautiful, long-valued, important question? This is wrong on many levels."|Con|"You cannot ask a lover, ""will you civil union me?""."
2860|439|compromise|303| Civil unions vs. gay marriage|": ""Linking federal civil unions to guarantees of religious freedom seems a natural way to give the two sides something they would greatly value while heading off a long-term, take-no-prisoners conflict. That should appeal to cooler heads on both sides, and it also ought to appeal to President Obama, who opposes same-sex marriage but has endorsed federal civil unions."""|Pro|Civil unions are a reasonable compromise and way forward
2861|439|compromise|303| Civil unions vs. gay marriage|": ""Most, of course, want the right to marry, and nothing less. But federal recognition of same-sex marriage — leave aside what you think about the merits — is not likely in the near future. The federal Defense of Marriage Act forbids it. Barack Obama and most other Democratic presidential candidates opposed gay marriage. And most Americans continue to oppose it."" [Civil unions, therefore, are a practical step forward toward gay rights and equality]."|Pro|Gay marriage is unlikely now; civil unions are a practical step
2862|439|compromise|303| Civil unions vs. gay marriage|"Del. Anne R. Kaiser (D-Dist. 14) of Olney said following a major Maryland Court of Appeals case on civil unions in 2007: ""Civil unions may be half a loaf, but I’m not sure how many other citizens would want only half their civil rights""."|Con|"Civil union ""compromise"" is inappropriate half-step to equality"
2863|440|getting to marriage|303| Civil unions vs. gay marriage|": ""The most important aspect of the Blankenhorn-Rauch proposal is that it implicitly establishes what I agree is the right threshold for moving out of gridlock: support for civil unions that are materially equal to marriage, paired with some degree of opt-outs for entities that are thoroughly religious. [...] LGBT rights advocates can still pursue access to marriage itself on equal terms, which I also support, since the difference in designation is obviously intended to function as a signaling device for communicating second-class status. But those battles would be fought against a background and baseline of having had the material benefits already equalized."""|Pro|Civil unions are a positive step toward gay marriage
2864|440|getting to marriage|303| Civil unions vs. gay marriage|": ""Once you are in a civil union, you can refer to yourself as “married” if you like. A friend in Vermont who is in a civil union says he and his partner refer to themselves as married. So does everyone else. A friend in Norway reports the same thing: 'Oh, you two are married.' It seems clear that once people are comfortable with thinking and speaking of same-sex couples as 'married,' their willingness to accept gay marriage itself is sure to follow."""|Pro|Civil unions will make people comfortable with idea of gay marriage
2865|440|getting to marriage|303| Civil unions vs. gay marriage|": ""Even though civil unions seem to be a step forward for the rights of gay Americans, civil unions can also been seen as a step to eliminate the chance for full equal marriage rights granted to those couples granted the rights of the terms 'spouse' and 'married'."""|Con|Civil unions make it harder to pass gay marriage
2866|440|getting to marriage|303| Civil unions vs. gay marriage|": ""To concede that gay adults are responsible citizens, to concede that there will be no tangible damage to the institution of marriage by their inclusion within it, and then to offer gay men and women a second-class institution called civil union makes no sense."" [While it may be ""a step in the right direction"", it is always unjustified to take steps - such as civil unions - that cannot be justified on principle."|Con|"If gays get civil unions, why withhold ""marriage""?"
2867|83|religion|303| Civil unions vs. gay marriage|"Candidate Barack Obama said Nelsonville, Ohio during the 2008 US presidential elections, in March of 2008: ""I believe in civil unions that allow a same-sex couple to visit each other in a hospital or transfer property to each other. I don't think it should be called marriage, but I think that it is a legal right that they should have that is recognized by the state. If people find that controversial, then I would just refer them to the Sermon on the Mount, which I think is, in my mind, for my faith, more central than an obscure passage in Romans. That's my view. But we can have a respectful disagreement on that."""|Pro|The Bible defines marriage as between only a man and woman.
2868|83|religion|303| Civil unions vs. gay marriage|": ""For most Americans, marriage is a religious sacrament or ceremony. If the definition of marriage is changed to allow SSM, some religious individuals and groups feel that they will become at risk of having to violate their beliefs by being forced to marry same-sex couples."""|Pro|Gay marriage violates religious freedoms
2869|83|religion|303| Civil unions vs. gay marriage|": ""Equally, an appeal to the religious content of marriage is irrelevant in this case. No one is proposing that faith communities be required to change their definitions of marriage, unless such a community, like Reform Jewry, decides to do so of its own free will. The question at hand is civil marriage and only civil marriage. In a country where church and state are separate, this is no small distinction. Many churches, for example, forbid divorce. But civil divorce is still legal. Many citizens adhere to no church at all. Should they be required to adhere to a religious teaching in order to be legally married?"""|Con|Denying gays marriage is not justified on religious grounds
3563|152|abuse|368| Covenant marriage|A 1991 Justice Department study concluded that current husbands/fathers account for only 9% of the cases of domestic abuse. The rest of the abuse was perpetrated by former husbands, boyfriends or transient partners. Without divorce, women may be less likely to be involved with abusive men.|Yes|Covenant marriage might eliminate the problem of X husbands abusing their former spouses.
3564|152|abuse|368| Covenant marriage|In a covenant marriage, a partner must prove that abuse actually occurred to be permitted to end the marriage. This especially worries advocates for battered women who say that proving domestic abuse can be difficult and the waiting period makes women stay in abusive relationships longer. In addition, mental abuse is not seen as a legitimate reason to end a marriage.|No|Abusive marriages may be prolonged by covenant marriages.
3570|530|children|368| Covenant marriage|They lose stability and security. Children whose parents have divorced have higher rates of suicide. They are more likely to commit crimes and abuse drugs. Their education suffers, and they are less likely to graduate from college and more likely to drop out of high school. The detrimental financial effects of divorce also affect these children. Children of divorce must adapt to many changes in their family environment and are at greater risk of being abused. The American Academy of Matrimonial Lawyers summer 1997 newsletter says, “Only acts of war and the events of natural disasters are more harmful to a child’s psyche than the divorce process.”|Yes|Covenant marriages are good for children because the make divorces less likely, and divorces are bad for children.
3571|530|children|368| Covenant marriage|Research shows that when parents stay in a high-conflict marriage, children fare worse than when their parents actually divorce. Children must be considered when parents divorce, but with appropriate nurturing and support, children can cope with divorce and eventually have strong marriages of their own. In fact, studies show that a child of divorced parents is no more likely than a child of married parents to divorce as an adult. And after all, until the twentieth century, mortality rates were such that many children experienced losing a parent while still young and having to adjust to their surviving parent’s remarriage.|No|Covenant marriages force families in conflict to stay together, which has the potential to harm children more than divorce.
3572|531|covenant vs no-fault|368| Covenant marriage|In 1968, the year before California adopted the nation’s first no-fault divorce law, the US had 584 000 divorces (2.9 per 1 000 Americans). After 30 years of no-fault divorce, the number of divorces had reached 1,135,000 annually. Covenant marriages are the answer. Research has shown that 33% to 45% of couples on the brink of divorce may reconcile if they are legally prevented from divorcing for six months as specified in a covenant marriage.|Yes|Passage of no-fault divorce laws resulted in an onslaught of divorce and a breakdown of the American family, and covenant marriages can help resolve this.
3573|531|covenant vs no-fault|368| Covenant marriage|The US Supreme Court ruled more than 50 years ago that the state of residence at the time of the divorce determines the laws governing the divorce. So if the covenant marriage partners move to a state without covenant marriage laws, they are free to use the no-fault system anyway. This makes for a likely weak covenant marriage system.|No|Covenant marriage laws are weak.
3574|531|covenant vs no-fault|368| Covenant marriage|States that have passed covenant marriage laws have done little to provide low-cost or free counselors for those who cannot afford them. In addition, those who choose covenant marriages are the least likely to divorce anyway. Studies show that those in covenant marriages have higher incomes and education, are more involved in their churches, and take marriage more seriously than those who do not select covenant marriages. These traits are all predictors of a successful marriage, regardless of the requirements of covenant marriage.|No|Covenant marriage's mandate for counseling both before marriage and before divorce could be costly.
3575|532|choice issues|368| Covenant marriage|If more people choose covenant marriages, it simply proves that they reject the looser moral values of the liberal establishment. It would be unconstitutional for the government to discriminate in favour of one form of marriage over another, and in practice most people will have no idea what kind of marriage their neighbours, and other kids’ parents have.|Yes|No one is going to be forced to have a covenant marriage, but it should be available to people as a choice.
3576|532|choice issues|368| Covenant marriage|Couples planning to be married will face pressures from each other, their families, their ministers, and society at large to choose a covenant marriage. The traditional marriage will therefore be seen as a second-best option. One result of this is that many couples who would not have freely chosen a covenant marriage will feel forced into one.|No|If covenant marriage is given legal status, it will rapidly become a forced norm.
3577|532|choice issues|368| Covenant marriage|Couples who choose traditional marriages may also be discriminated against, and their children looked down upon. And by creating an expectation that those in traditional marriages are likely to divorce, these laws may actually lead to more marriage break-downs.|No|Covenant marriage is essentially a religious concept, which means that it's legal stature would threaten the notion of separation of church and state.
5819|789|military readiness|641| Gays in the US military|"Former Senator and Secretary of Defense William Cohen spoke against the policy publicly in early January 2007: ""I now believe that if gay men and lesbians served openly in the United States military, they would not undermine the efficacy of the armed forces."""|Pro|Gays do not undermine military readiness
5820|789|military readiness|641| Gays in the US military|": ""It's no great secret that military studies have proved again and again that there's no valid reason for keeping the ban on gays. Some thought gays were crasy, but then found that wasn't true. then they decided that gays were a security risk, but again the Department of Defense decided that wasn't so."""|Pro|Rationale for military ban on gays is a shifting target
5821|789|military readiness|641| Gays in the US military|"US Army Forces Commander Kim Waldron reported in 2005, ""The bottom line is some people are using sexual orientation to avoid deployment."""|Pro|"""Don't ask don't tell is exploited by troops to avoid combat"
5822|789|military readiness|641| Gays in the US military|": ""DADT also represents a unique challenge for commanders. Normally charged with knowing everything about their troops, commanders are now trying to avoid certain areas for fear of being accused of conducting witch hunts38 or looking as if they are selectively enforcing a law they have moral reservations against. Vice Admiral Jack Shanahan, USN, stated, 'Everyone was living a big lie—the homosexuals were trying to hide their sexual orientation and the commanders were looking the other way because they didn’t want to disrupt operations by trying to enforce the law.'"""|Pro|"""Don't ask don't tell"" puts commanders in compromising position"
5823|789|military readiness|641| Gays in the US military|"- ""The other component of combat effectiveness is readiness, medical and personnel. In 1993, the Army’s surgeon general conceded that the homosexual lifestyle is unhealthy. A Navy study has found that HIV infections within the force have declined since passage of the 1993 ban. This has likely saved the taxpayer medical costs. It is significant that HIV positive service members, although retained in the military, may not be deployed overseas or on ships."""|Con|Unhealthy homosexuality undermines military readiness
5824|789|military readiness|641| Gays in the US military|Gays in the military would adversely affect the chain of command in the military, as certain relationships would become less trustworthy and tensions would undermine the authority of leaders and the willingness of troops to follow.|Con|Gays in the military would harm military leadership.
5825|789|military readiness|641| Gays in the US military|": ""The most recent Military Times survey showed that 58 percent of military respondents oppose a policy change, and 24 percent said they would either leave the military (10 percent) or consider terminating their careers after serving their tours of duty (14 percent). [...] the White House isn't close to having military support for ending 'don't ask, don't tell.' The Obama team could be justifiably concerned that pushing change would be seen as a dangerous distraction at a time when the president is having difficulty formulating a strategy for the war in Afghanistan."""|Con|"Military should not end ""don't ask don't tell"" during war"
5826|789|military readiness|641| Gays in the US military|"Doing so would require construction of separate bunks and lavatory facilities to prevent unnecessary tension from same-sex attraction in close proximity."""|Con|"Military should not end ""don't ask don't tell"" during war"
5827|790|troop morale|641| Gays in the US military|A 2006 Zogby International poll of military members found that 72% of respondents who had experience with gays or lesbians in their unit said that the presence of gay or lesbian unit members had either no impact or a positive impact on their personal morale, while 67% said as much for overall unit morale. 73% of respondents said that they felt comfortable in the presence of gay and lesbian personnel.|Pro|Gay soldiers do not undermine unit morale and cohesion
5828|790|troop morale|641| Gays in the US military|": ""Within the U.S. military, “don’t ask, don’t tell” has hurt rather than helped unit cohesion. For gay service members, the policy fosters suspicions of their colleagues and diminishes military comradeship at a time when more and more straight service members have no problem interacting with gays. But for homophobic service members, the policy contributes to a climate that encourages anti-gay harassment and ignores it when it occurs."""|Pro|"""Don't ask don't tell"" undermines troop morale and unit cohesion"
5829|790|troop morale|641| Gays in the US military|"The argument that the presence of gay troops will undermine morale and unit cohesion is premised on the idea that US troops are unable to handle their emotions and maintain their professional focus in the presence of gay peers. This is an insult to the professionalism of US soldiers. As the Rand Corporation concluded in a 2000 brief on the topic: ""it is not necessary to like someone to work with him or her, so long as members share a commitment to the group’s objectives."""|Pro|Professional troops can work with gays and focus on mission
5830|790|troop morale|641| Gays in the US military|Gay relations, especially inside a hardened place like the military could be beneficial. In some ways, this could be analogous to the benefits of having women around men as a means of maintaining decorum. It would also strengthen honesty and trust between fellow soldiers, as gays would no longer have to lie about their sexuality.|Pro|It would strenghten relations
5831|790|troop morale|641| Gays in the US military|": ""There are potential lessons to learn from other countries that have lifted the ban on homosexuals serving openly. There was no mass exodus of heterosexuals, and there was also no mass “coming-out” of homosexuals. Prior to lifting their bans, in Canada 62 percent of servicemen stated that they would refuse to share showers with a gay soldier, and in the United Kingdom, two-thirds of males stated that they would not willingly serve in the military if gays were allowed. In both cases, after lifting their bans, the result was 'no-effect.'44 In a survey of over 100 experts from Australia, Canada, Israel, and the United Kingdom, it was found that all agreed the decision to lift the ban on homosexuals had no impact on military performance, readiness, cohesion, or ability to recruit or retain, nor did it increase the HIV rate among troops."""|Pro|Armies globally show viability of gays serving openly
5832|790|troop morale|641| Gays in the US military|"The ""Don't ask, don't tell"" law (Federal law Pub.L. 103-160 [10 U.S.C. § 654].) prohibits anyone who ""demonstrate(s) a propensity or intent to engage in homosexual acts' from serving in the armed forces of the United States, for the following central reason: ""One of the most critical elements in combat capability is unit cohesion, that is, the bonds of trust among individual service members that make the combat effectiveness of a military unit greater than the sum of the combat effectiveness of the individual unit members. . . . The presence in the armed forces of persons who demonstrate a propensity or intent to engage in homosexual acts would create an unacceptable risk to the high standards of morale, good order and discipline, and unit cohesion that are the essence of military capability."""|Con|Gays in the military undermine unit cohesion and morale
5833|790|troop morale|641| Gays in the US military|The 2006 Zogby poll that cites a majority of US troops expressing comfort with gay troops, also shows a sizable minority of nearly 28% expressing that the presence of gay troops damaged their morale. Such an opposition, albeit in the minority, certainly suggests that the open presence of gays in the military will, overall, undermine troop morale and cohesion, by alienating this minority and creating a rift between it and the majority.|Con|Minority of troop discomfort with gays is enough to damage cohesion.
5834|790|troop morale|641| Gays in the US military|"- ""Sexual tensions and sex-based favoritism in intimate settings destroy cohesion, whether they involve opposite- or same-sex attraction."""|Con|Gays in the military increase sex-based favoritism
5835|790|troop morale|641| Gays in the US military|"- ""Political activism elsewhere in society suggests that weakening the ban would be followed by quotas and lawsuits if homosexuals were not promoted in representative numbers. This would destroy the cohesion of a military unit, and erode the military's successful merit-based promotion system."""|Con|Gay activism in military undermines professionalism
5840|791|retention|641| Gays in the US military|"- ""Since 1994, the military’s 'Don't Ask, Don't Tell' policy has resulted in the discharge of more than 13,000 military personnel across the services[1] including approximately 800 with skills deemed 'mission critical,' such as pilots, combat engineers, and linguists. These are the very specialties for which the military has faced personnel shortfalls in recent years."""|Pro|"""Don't ask don't tell"" costs the military needed soldiers"
5841|791|retention|641| Gays in the US military|"Soldiers should be judged on their performance not on their sexual orientation. ""Don't ask, don't tell"" completely ignores performance, judging and even discarding soldiers based on their entirely irrelevant sexual orientation. A good military should be a meritocracy, rewarding good achievement and ability. ""Don't ask don't tell"" fails to live up to this notion, and surely suffers in its quality as a result."|Pro|Troops should be judged on performance, not orientation
